Column1;userName;content;score;reviewCreatedVersion
1301;Gek Yuris;"Tidak bisa login dengan pin, dan ketika klik lupa pin juga muncul ""ups kesalahan terjadi"" . Sudah dicoba berkali2. Sudah update versi yang terbaru. Tolong tindak lanjutnya";1;1.0.66
1307;Ger Marv;Cara login ga jelas, ga ad option lain untuk retrieve forgot password, Sign up prtma kali ga ad kolom input email, tapi sign in harus pake email??? Kumahaakk???;1;
1333;Reverie Elsa;Aku coba registrasi beberapa kali. Sampe nunggu setengah jam, udah submit tanda tangan juga. Apakah memang selama itu untuk registrasi aja?;1;1.0.63
1343;Edwin;I have already registered and could not login still. Waited until couple week and the problem didn't solved yet. Uninstalled it already;1;
1366;23 Ruby Firdaus;Nomor Induk Kependudukan saya terdaftar di dua nomor ponsel tapi mengapa pilihan no yang akan dikirimkan kode token hanya ada satu?;1;1.0.63
1371;Theresia Andina;"Gold price is not updated. The booking confirmation wasn't correct. You will get less gram of gold when you buy at 10am-3pm. It's weird. Already asked by email. It didnt help. They said because I bought after 10am so they used the ""updated"" price. But when I bought at that time the price wasn't updated. If they said so, please fix the price precisely at 10am! So we know how much we buy after that time";1;1.0.63
1376;Jarwadi;Sangat kesulitan untuk menghubungi cs, email hanya robot yg balas, pelayanan yang buruk untuk jasa bidang investasi.;1;
1380;Wachyu Danyanto;Proses Registrasi saja selalu digagalkan oleh Bareksa, saya tidak tahu kenapa Anda tidak bekerjasama dengan Dukcapil utk verifikasi data nomor eKTP ataupun juga validasi langsung dengan KSEI utk verifikasi Nama dan SID nya.;1;
1406;dinda azizah;"Jual emas sejak tanggal 6 agustus dan sampe sekarang uangnya belom cair ke rekening padahal tulisannya di bareksa ""uang hasil penjualan akan masuk rekening maksimal 2hari kerja"" Udah komplain ke admin di twitter email dan ig tapi ga dibales, ok yak sip";1;1.0.62
1429;Fajar Saputra;Saya coba daftar gagal terus karna foto e-ktp tidak jelas,sudah saya ulang berkalikali tetep gagal,mohon solusinya;1;1.0.62
1441;Sulaiman Fahmi;Ribet dan bertele-tele;1;
1444;Ahmad Baihaqy;Saya gagal transfer beberapa kali, tapi uang selalu kembali utuh. Di pengembalian dana saya yang terakhir, uang saya tidak kembali utuh. Kenapa? Padahal sebelumnya bisa kembali utuh;1;1.0.62
1480;HDS Journey;There is option to payment using OVO and there is information will be check outomation. But cs said should Upload payment slip. Then payment slip is not there when using option Payment By OVO and in application there is information automatic check(so this not working?);1;1.0.61
1482;yuda laksmana;after update i cant login;1;1.0.61
1489;ANTOK WU;Saya baru update aplikasi. Tetapi Saya tidak bisa login pake finger print maupun pake pin. Apakah ini bug??;1;1.0.61
1490;Albert Wilson;Terrible update, ever since the update on 2nd July, I am not able to login at all! Please fix this, have just started using for a month and now its not working;1;1.0.61
1493;Hafizh Rachman;nyerah buat daftar, pas coba daftar di tahap akhir ngak muncul nama bank untuk pencairan dana malah tertutup dan terbuka lagi aplikasinya. tobat dan uninstall aja. udah lebih dari 5 kali daftar via app dan web hasilnya error semua. lebih baik pakai yang lain aja kalau mau beli reksa dana deh. tobat pakai app ini ! 👎🏻😠;1;1.0.61
1494;Khalisa Nurfajri;Always failed to log in;1;1.0.61
1499;Cecilia Meliana Xie;Server doesnt connect. App or website both doesnt work;1;
1500;Ben Dover;"Kurang baik, dalam fungsi customer service dan UI aplikasi ini kurang baik, jika dibanding dengan kompetitornya seperti bibit, saya kurang menyukai bareksa. Dulu saya sempat call cs terus dan tidak dijawab, saya kesel dan ajukan komplain lewat email, akhirnya saham tersebut berhasil terjual setelah 1 bulan No thanks, mending download Bibit UPDATE: saya mencoba Bareka lagi untuk pembelian SBN, tetapi pada Hari Senin 6 Juli 2020 pada jam 12.00, error ""Maaf tidak Bisa diproses"".";1;1.0.61
1502;Ivan Christian;Ga bisa login.. ga bisa request ulang.. apps buruk sekali;1;1.0.61
1508;Finance Kafilah;Nyuruh2 update tapi aplikasinya ga bisa diupdate;1;
1512;Frans Siahaan;Aplikasi ini sering sekali perlu di-upgrade. Dan kami sebagai user tidak merasakan manfaat perubahan yang siginifkan atau krusial. Melelahkan, hampir tiap minggu ada saja yang harus di-upgrade !;1;1.0.60
1522;Dedi Mukhlas;Banyak bugnya...;1;1.0.58
1523;Aziz Nugroho;Kok profil investor tidak ditemukan ya? Hmmm;1;1.0.58
1531;Yoshua;UI nya jelek, minta dipecat itu UI designer. Coba liat bibit;1;1.0.42
1535;Andrew Bona Murdono Natanael Gultom;Baru diupdate malah error terus 👎👎;1;1.0.58
1539;Umar Bakrie;Abis upgrade lg malah makin error...akun ga terdeteksi/tidak dikenal.tolong segera diperbaiki lg;1;1.0.58
1540;andhika Runaditya;Error setelah update version 1.0.58, portofolio tidak bisa di buka..;1;1.0.58
1542;Sandy Ahmad Fauji;Koq pas update apps nya malah crash ya?;1;
1545;Diaz Wicaksono;Setelah update hari ini, tidak ada data, transaksi dan tiba2 aplikasi keluar sendiri;1;1.0.58
1557;decky sanjaya;Joint nya aja susah;1;1.0.57
1573;Gilang Pratama;Saya punya masalah di verifikasi. Hampir seminggu kontakan dengan CS gia email, tapi tidak membantu sama sekali;1;1.0.55
1579;Teddi Purwanto;ga bisa daftar, di aplikasi maupun di web.. nanya ke cs ga solving juga;1;1.0.52
1584;Apriliadi Sunarto;Utk melihat menu bareksa emas nya kok ga ada ya min?;1;1.0.52
1585;Erwin Saputra;Try to pay using ovo, got success email from bareksa, but got cancelation notif on ovo. The transaction itself stuck on unpaid. Weird first experience, please fix;1;1.0.52
1588;dYmas dHirga;Ribet menunya;1;
1596;Rai S Arijasa;Pembayaran menggunakan metode transfer bank dengan bukti pembayaran menggunakan foto layar laptop dari apps bareksa pasti ditolak alasannya butkti tidak dpt dibaca, mungkin verifikatornya malas utk mengecek manual. Perlu ditambah metode pembayaran lain, ovo sering susah ditopup.;1;1.0.52
1600;Dash Antonov;"I created an account 3 days ago. Today, tried to login with message ""wrong email"". Have tried several times with same issues. Tried to signup again. When it checked NIK, a message came out ""You've register please login""...😂😂😂 Very funny...";1;1.0.50
1605;Naufal Nafhan;Gajelas;1;1.0.50
1606;Eki Riandra;Mau daftar susah bgt ya.. pas memasukan alamat, pilih kabupaten (saya pilih jakarta utara) selalu kembali ke halaman utama & sudah 2x seperti itu.. akhirnya daftar ke sebelah dulu deh sementara utk nabung reksadana. Sorry . More info utk tim androidnya, saya pakai samsung galaxy s7 & apps version 1.0.48.;1;1.0.48
1607;Cindy;Whenever I want to sign up and put my address, the app keeps crashing.;1;1.0.48
1609;Nia I;"Kok saat regis bagian Verifikasi No.Rek, saya Gagal ya? Notif error nya ""Terjadi gangguan sistem silakan coba lagi!""...sy sdh coba beberapa kali tetap saja gagal. Padahal No.Rek sy sdh benar";1;1.0.47
1613;Rafi Putra;habis ditop up apl malah gak bisa dipake, terima kasih;1;1.0.46
1614;Lady Di;GAK CS, GAK ADMIN IG, GAK CS EMAIL SAMA AJA, AJUIN PERUBAHAN NOMOR HP GAK DILANJUTKAN LAGI, KATANYA MAU HUBUNGI SUDAH DIKASIH TAU BISA DIHUBUNGI JAM BERAPA MALAH TIDAK DILANJUTKAN LAGI UDAH SEBULAN LEBIH PADAHAL DARI AKHIR APRIL, TOLONG GANTI SEMUA CSNYA JELEK BGT PELAYANANNYA;1;
1618;Monita Liem;Very bad experience . First day got money loose ,then I sold it after need very long time to get money back . Not very recommended app :(;1;1.0.45
1621;A Google user;Saya tidak mendapat kode OTP. Saat saya membuka spplit screen untuk mencari nomor rekening, aplikasi mengulang dari awal, sehingga saya harus mendaftar ulang, namun nomor telpon saya tidak dapat di verifikasi. Lalu bagaimana saya mau membuat akun dan investasi kalau mendaftar saja tidak bisa?;1;1.0.45
1633;A Google user;Mengapa ketika tekan bareksa emas, muncul undefined? Mohon respon dan saya akan mereview ulang. Terima kasih;1;1.0.45
1669;A Google user;App ny jelek, notif juga, promo apa lagi kita search promo ny susah;1;1.0.39
1680;A Google user;LAGI ANCUR BEGINI MAU JUAL KAGAK BISA HARUS PAKE KODE TOKEN YANG DIKIRIM KE NOMOR HP, SEDANGKAN KARTU SIM KETINGGALAN DI BEDA KOTA, TAMBAHIN OPSI LAIN DONG KIRIM KE EMAIL KEK, ASEM BANGET BEGINI;1;1.0.36
1684;A Google user;Bug saat isi rekening bank;1;1.0.38
1687;A Google user;Menurut sya service bareksa tidak bagus. Seharus sbagai perantara, dapat membantu dan menghubungkan customer dan bank dengan baik. Ini tidak. Saya nelpon berkali2 dan jawabN template. Email juga tidak didukung file yang valid. Hanya mengirim dana Lngsung. Jujur kecewa;1;1.0.37
1689;A Google user;Udah top up via ovo dari tgl 7 maret 2020, transaksi masih di posisi proses lama banget, bingung refundnya gimana;1;1.0.36
1694;A Google user;Mentok di invalid rekening sdah 3 bank d coba tetep aja tdak valid;1;1.0.36
1695;A Google user;Tidak bisa daftar, verifikasi no hp tidak masuk2;1;1.0.36
1705;A Google user;Ga bisa beli Reksadana nya;1;
1708;A Google user;Reksa dana sy sdh sy jual, tetapi sdh lebih dr 1 minggu, dana blm dikembalikan;1;1.0.36
1709;A Google user;Pelayanan bareksa buruk sekali. CS tampaknya jawab pesan asal asalan dan tidak mengerti keluhan yg disampaikan. Kalau ketemu tempat lain yang lebih baik pasti saya pindah. Website banyak masalah dan banyak info yang tidak akurat. Edit profil disuruh pakai aplikasi karena ada masalah di website yg sepertinya dibiarkan saja. Sudah repot2 pakai aplikasi tetap ga bisa edit profil yang diinginkan. Ampun deh..gimana perusahaan sini mau bersaing dengan luar.. Update: Coba lihat tanggapan yang tidak profesional di bawah ini. Pertanyaan2 tersebut tidak perlu di tanyakan ke nasabah. Tim teknis seharusnya bisa dengan mudah melihat perbedaan konten di aplikasi dan di web. Jangan malas lah... Reproduce issue seharusnya mudah dilakukan karena saya pakai sistem standar: Windows 10 + browser Chrome/FF/Edge (kecuali bareksa memanfaatkan domain lain yang terkena blacklist).;1;1.0.36
1710;A Google user;Cant login;1;1.0.36
1712;A Google user;Tidak bisa log in, sudah versi terbaru;1;1.0.36
1713;A Google user;Setelah revamp kok jadi sering banget koneksi terputus padahal internet lancar;1;1.0.35
1714;A Google user;CS sangat oon, tanya apa dijawab apa. Baru tau ada CS se-oon ini ya CS Bareksa. LANJUTKANNNN BRO!!;1;1.0.35
1716;A Google user;Can not log in? Wasted my time;1;1.0.35
1729;A Google user;Tolong dibenerin lagi aplikasinya di hp saya suka force close.;1;1.0.35
1733;A Google user;App gak bisa login. Password sudah benar tapi muncul error tidak dapat respon server. Buka via web, selalu diminta update account padahal padahal sudah update dan attach foto KTP;1;1.0.34
1741;A Google user;Verifikasi ke email saya setelah daftar tidak ada... Kenapa;1;
1742;A Google user;Saya sudah ganti no.hp jadi ga bisa daftar baru.;1;1.0.34
1751;A Google user;Buka aplikasi langsung kelihatan nominal investasi. Harusnya aplikasi dikasih password. Fingerprint belum bisa ya pakai pin atau password biasa saja. Gitu aja ribet.;1;1.0.32
1756;A Google user;My investment doesnt moving from 2 weeks ago;1;1.0.32
1766;A Google user;Pencairan dana lebih dari 1bulan masih tetap belum cair;1;1.0.31
1767;A Google user;Tolong pertimbangkan untuk menyediakan fitur Switch reksadana. Apalagi jika bisa dilakukan dalam 1 hari kerja. Wah keren tuh!;1;1.0.31
1768;A Google user;Apps bagus pilihan manajer investasi banyak, sayang fund withdrawalnya agak lama sampai 14 hari. Bijaklah pilih manajer investasi;1;
1771;A Google user;Kalau mau tarik uang diprosesnya 20 hari kerja;1;1.0.31
1776;A Google user;2x install, beda hp, 2x juga ga bisa register. Ga ngerti kenapa.;1;1.0.30
1787;A Google user;Proses lama, I'm out;1;
1793;A Google user;Sejak berpindah ke Jenius maka saya tdk bisa bertransaksi karena perubahan dgn rekening BTPN Jenius tdk bisa dilakukan (tidak ada buku rekening).;1;1.0.12
1794;A Google user;Invest cap kontol, saldo tiba tiba kosong ga ada riwayat, sudah dijual masih aja ga masuk rekening;1;1.0.28
1796;A Google user;Sangat buruk pelayanan respond nya. Saya merespon ada gangguan gak dibalas balas email saya. sangat parah;1;
1797;A Google user;Sekarang mirip versi web nya ya, ga bisa simpan credential. Tiap buka apps disuruh login ulang. Padahal udah pake fingerprint tapi masukkan email dan password lagi, terus ditanyai lagi setuju atau ga pake fingerprint. Begitu aja terus sampe Ironman hidup kembali;1;1.0.28
1805;A Google user;Minta verify finger print terus, ga usable nih;1;1.0.28
1807;A Google user;"RIBET!!! Kenapa sekarang jadi ribet ya? Pas beli reksadana harus pilih rekening terdaftar. Sedangkan rekening terdaftar cuma bisa satu. Tiap orang bisa punya reksadana lebih dari satu dan utk pembayaran, transfer lewat bank yang sama agar ga kena biaya admin. Bahkan sebenernya sekarang udah bisa transfer lewat aplikasi2 fintech. Apa iya harus di""fix"" kan seperti itu?";1;1.0.27
1810;A Google user;Masih tidak bisa lihat info profil, apalagi edit profil, masih ttp tidak bisa, bareksa under maintenance;1;1.0.27
1811;A Google user;Stuck di registrasi selama 1 bulan, cuma di aplikasi cuma notice dalam proses tapi di belakang (email) setelah check missing file KTP, kok bisa error message di app dan di email ga match? Udah gitu proses update profile foto ktp, gagal terus di bagian otp. Otp ga kelar2 ga redirect ke finished page, payah bener dah;1;1.0.27
1812;A Google user;Gabisa registrasi koneksi server putus udah berkali kali, kalo tulisan huruf besar/kecil jadi masalah ya kenapa gak dikasih option aja atau di auto CAPSLOCK, software developernya kok bodo bgt ya. .;1;1.0.27
1820;A Google user;Susah sekali untuk daftar.;1;
1821;A Google user;saya gabisa daftar di bareksa padahal udah active, pas coba login tulisannya account not active alasannya ktp buram. tapi pas di contact ke CS via email disuruh menunggu;1;
1822;A Google user;Grafik Performa NAB di apps gak sekomprehensif di webnya...di klik muncul tanggal dan nilainya...Kenapa grafiknya gak pake model kayak di website aja...disamain gitu lebih bagus...;1;1.0.23
1826;A Google user;Verifikasi registrasi nya lama banget bro, sudah seminggu lebih. Saya nyoba pakai app yg lain dulu deh Bibi*;1;1.0.23
1827;A Google user;Very bad..stuck di registrasi.. Udah upload semua requirement tapi d bilang gagal terus;1;1.0.23
1828;A Google user;Kota Yogyakarta yang terkenal sampai manca negara tidak terdapat di bareksa wkwkwkw selalu muncul tulisa propinsi tidak di kenal wkwkwkwk bule manca negara aja kenal Yogyakarta masak orang indo gak tau om om. Benerin lagi om aplikasi nya;1;1.0.23
1829;A Google user;Awalnya install bareksa karena melihat iklan cashback 500.000, setelah cashback tidak masuk ditanyakan ke customer service ternyata menggunakan mekanisme undian yang mana tidak dijelaskan di syarat dan ketentuan. Pembelian reksadana sendiri prosesnya lama 2-3 hari kerja, untuk penjualan nya lebih lama lagi sampai dengan 7 hari kerja.;1;1.0.23
1833;A Google user;Lambat sekali penanganan dan proses transaksi , ga ada kejelasan status bayar , Semua serba ngga jelas;1;1.0.22
1837;A Google user;Stuck after registration, currently waiting for another mail of permit access to use Bareksa >> ( I have been waiting almost a month).;1;1.0.22
1858;A Google user;They said my account was active but I always fail doing transaction. Costumer care is good but app is sucks.;1;1.0.22
1859;A Google user;BAD APP, banyak problemnya, proses pembelian lama, proses penjualan juga lama. Udah pencet berkali-kali buat dapatkan token untuk penjualan, tapi app engga ngerespon sama sekali. Alhasil dana engga bisa cair saat sedang di butuhkan. Riwayat dan grafik perkembangan juga engga detail;1;1.0.22
1864;A Google user;"Proses verifikasinya msh harus diperbaiki, saya sudah 2 hari blm acc dengan alasan yg sama ""ktp blur"" padahal udah upload beberapa kali.";1;1.0.21
1865;A Google user;Susah sekali daftarnya. Dibilang tandatangan tidak cocok padahal udah sama kayak di KTP;1;1.0.21
1866;A Google user;Update malah ga bisa upload bukti transfer... benerin dong...thanks;1;1.0.21
1872;A Google user;Security isn't completly working eventhought the bareksa app has registered by fingerprint.it still can be open without fingerprint either password.please fix it.it means fingerprint is useless..so isn't save ...please fix it..samsung galaxy A7(2017);1;1.0.16
